function_name,return_type,arg_types,arg_count,dll_name
QueryDosDeviceW,DWORD,LPCWSTR;LPWSTR;DWORD,3,kernel32.dll
ReadFile,BOOL,HANDLE;LPVOID;DWORD;LPDWORD;LPOVERLAPPED,5,kernel32.dll
ReadFileEx,BOOL,HANDLE;LPVOID;DWORD;LPOVERLAPPED;LPOVERLAPPED_COMPLETION_ROUTINE,5,kernel32.dll
ReadFileScatter,BOOL,HANDLE;FILE_SEGMENT_ELEMENT[];DWORD;LPDWORD;LPOVERLAPPED,5,kernel32.dll
RemoveDirectoryA,BOOL,LPCSTR,1,kernel32.dll
RemoveDirectoryW,BOOL,LPCWSTR,1,kernel32.dll
SetEndOfFile,BOOL,HANDLE,1,kernel32.dll
SetFileAttributesA,BOOL,LPCSTR;DWORD,2,kernel32.dll
SetFileAttributesW,BOOL,LPCWSTR;DWORD,2,kernel32.dll
SetFileInformationByHandle,BOOL,HANDLE;FILE_INFO_BY_HANDLE_CLASS;LPVOID;DWORD,4,kernel32.dll
SetFilePointer,DWORD,HANDLE;LONG;PLONG;DWORD,4,kernel32.dll
SetFilePointerEx,BOOL,HANDLE;LARGE_INTEGER;PLARGE_INTEGER;DWORD,4,kernel32.dll
SetFileTime,BOOL,HANDLE;const FILETIME *;const FILETIME *;const FILETIME *,4,kernel32.dll
SetFileValidData,BOOL,HANDLE;LONGLONG,2,kernel32.dll
UnlockFile,BOOL,HANDLE;DWORD;DWORD;DWORD;DWORD,5,kernel32.dll
UnlockFileEx,BOOL,HANDLE;DWORD;DWORD;DWORD;LPOVERLAPPED,5,kernel32.dll
WriteFile,BOOL,HANDLE;LPCVOID;DWORD;LPDWORD;LPOVERLAPPED,5,kernel32.dll
WriteFileEx,BOOL,HANDLE;LPCVOID;DWORD;LPOVERLAPPED;LPOVERLAPPED_COMPLETION_ROUTINE,5,kernel32.dll
WriteFileGather,BOOL,HANDLE;FILE_SEGMENT_ELEMENT[];DWORD;LPDWORD;LPOVERLAPPED,5,kernel32.dll
GetTempPathW,DWORD,DWORD;LPWSTR,2,kernel32.dll
GetVolumeNameForVolumeMountPointW,BOOL,LPCWSTR;LPWSTR;DWORD,3,kernel32.dll
GetVolumePathNamesForVolumeNameW,BOOL,LPCWSTR;LPWCH;DWORD;PDWORD,4,kernel32.dll
CreateFile2,HANDLE,LPCWSTR;DWORD;DWORD;DWORD;LPCREATEFILE2_EXTENDED_PARAMETERS,5,kernel32.dll
SetFileIoOverlappedRange,BOOL,HANDLE;PUCHAR;ULONG,3,kernel32.dll
GetCompressedFileSizeA,DWORD,LPCSTR;LPDWORD,2,kernel32.dll
GetCompressedFileSizeW,DWORD,LPCWSTR;LPDWORD,2,kernel32.dll
FindFirstStreamW,HANDLE,LPCWSTR;STREAM_INFO_LEVELS;LPVOID;DWORD,4,kernelbase.dll
FindNextStreamW,BOOL,HANDLE;LPVOID,2,kernelbase.dll
AreFileApisANSI,BOOL,,0,kernel32.dll
GetTempPathA,DWORD,DWORD;LPSTR,2,kernel32.dll
FindFirstFileNameW,HANDLE,LPCWSTR;DWORD;LPDWORD;PWSTR,4,kernel32.dll
FindNextFileNameW,BOOL,HANDLE;LPDWORD;PWSTR,3,kernel32.dll
GetVolumeInformationA,BOOL,LPCSTR;LPSTR;DWORD;LPDWORD;LPDWORD;LPDWORD;LPSTR;DWORD,8,kernel32.dll
GetTempFileNameA,UINT,LPCSTR;LPCSTR;UINT;LPSTR,4,kernel32.dll
SetFileApisToOEM,void,,0,kernel32.dll
SetFileApisToANSI,void,,0,kernel32.dll
CopyFileFromAppW,BOOL,LPCWSTR;LPCWSTR;BOOL,3,windows.storage.onecore.dll
CreateDirectoryFromAppW,BOOL,LPCWSTR;LPSECURITY_ATTRIBUTES,2,windows.storage.onecore.dll
CreateFileFromAppW,HANDLE,LPCWSTR;DWORD;DWORD;LPSECURITY_ATTRIBUTES;DWORD;DWORD;HANDLE,7,windows.storage.onecore.dll
CreateFile2FromAppW,HANDLE,LPCWSTR;DWORD;DWORD;DWORD;LPCREATEFILE2_EXTENDED_PARAMETERS,5,windows.storage.onecore.dll
DeleteFileFromAppW,BOOL,LPCWSTR,1,windows.storage.onecore.dll
FindFirstFileExFromAppW,HANDLE,LPCWSTR;FINDEX_INFO_LEVELS;LPVOID;FINDEX_SEARCH_OPS;LPVOID;DWORD,6,windows.storage.onecore.dll
GetFileAttributesExFromAppW,BOOL,LPCWSTR;GET_FILEEX_INFO_LEVELS;LPVOID,3,windows.storage.onecore.dll
MoveFileFromAppW,BOOL,LPCWSTR;LPCWSTR,2,windows.storage.onecore.dll
RemoveDirectoryFromAppW,BOOL,LPCWSTR,1,windows.storage.onecore.dll
ReplaceFileFromAppW,BOOL,LPCWSTR;LPCWSTR;LPCWSTR;DWORD;LPVOID;LPVOID,6,windows.storage.onecore.dll
SetFileAttributesFromAppW,BOOL,LPCWSTR;DWORD,2,windows.storage.onecore.dll
IsDebuggerPresent,BOOL,,0,kernel32.dll
DebugBreak,void,,0,kernel32.dll
OutputDebugStringA,void,LPCSTR,1,kernel32.dll
OutputDebugStringW,void,LPCWSTR,1,kernel32.dll
ContinueDebugEvent,BOOL,DWORD;DWORD;DWORD,3,kernel32.dll
WaitForDebugEvent,BOOL,LPDEBUG_EVENT;DWORD,2,kernel32.dll
DebugActiveProcess,BOOL,DWORD,1,kernel32.dll
DebugActiveProcessStop,BOOL,DWORD,1,kernel32.dll
CheckRemoteDebuggerPresent,BOOL,HANDLE;PBOOL,2,kernel32.dll
WaitForDebugEventEx,BOOL,LPDEBUG_EVENT;DWORD,2,kernelbase.dll
Beep,BOOL,DWORD;DWORD,2,kernel32.dll
CloseHandle,BOOL,HANDLE,1,kernel32.dll
DuplicateHandle,BOOL,HANDLE;HANDLE;HANDLE;LPHANDLE;DWORD;BOOL;DWORD,7,kernel32.dll
CompareObjectHandles,BOOL,HANDLE;HANDLE,2,kernelbase.dll
GetHandleInformation,BOOL,HANDLE;LPDWORD,2,kernel32.dll
SetHandleInformation,BOOL,HANDLE;DWORD;DWORD,3,kernel32.dll
RaiseException,void,DWORD;DWORD;DWORD;const ULONG_PTR *,4,kernel32.dll
UnhandledExceptionFilter,LONG,struct _EXCEPTION_POINTERS *,1,kernel32.dll
SetUnhandledExceptionFilter,LPTOP_LEVEL_EXCEPTION_FILTER,LPTOP_LEVEL_EXCEPTION_FILTER,1,kernel32.dll
GetLastError,DWORD,,0,kernel32.dll
SetLastError,void,DWORD,1,kernel32.dll
GetErrorMode,UINT,,0,kernel32.dll
SetErrorMode,UINT,UINT,1,kernel32.dll
RaiseFailFastException,void,PEXCEPTION_RECORD;PCONTEXT;DWORD,3,kernelbase.dll
FatalAppExitA,void,UINT;LPCSTR,2,kernel32.dll
FatalAppExitW,void,UINT;LPCWSTR,2,kernel32.dll
GetThreadErrorMode,DWORD,,0,kernel32.dll
SetThreadErrorMode,BOOL,DWORD;LPDWORD,2,kernel32.dll
TerminateProcessOnMemoryExhaustion,void,SIZE_T,1,kernelbase.dll
FlsAlloc,DWORD,PFLS_CALLBACK_FUNCTION,1,kernel32.dll
FlsGetValue,PVOID,DWORD,1,kernel32.dll
FlsSetValue,BOOL,DWORD;PVOID,2,kernel32.dll
FlsFree,BOOL,DWORD,1,kernel32.dll
IsThreadAFiber,BOOL,,0,kernel32.dll
CreatePipe,BOOL,PHANDLE;PHANDLE;LPSECURITY_ATTRIBUTES;DWORD,4,kernel32.dll
ConnectNamedPipe,BOOL,HANDLE;LPOVERLAPPED,2,kernel32.dll
DisconnectNamedPipe,BOOL,HANDLE,1,kernel32.dll
SetNamedPipeHandleState,BOOL,HANDLE;LPDWORD;LPDWORD;LPDWORD,4,kernel32.dll
PeekNamedPipe,BOOL,HANDLE;LPVOID;DWORD;LPDWORD;LPDWORD;LPDWORD,6,kernel32.dll
TransactNamedPipe,BOOL,HANDLE;LPVOID;DWORD;LPVOID;DWORD;LPDWORD;LPOVERLAPPED,7,kernel32.dll
CreateNamedPipeW,HANDLE,LPCWSTR;DWORD;DWORD;DWORD;DWORD;DWORD;DWORD;LPSECURITY_ATTRIBUTES,8,kernel32.dll
WaitNamedPipeW,BOOL,LPCWSTR;DWORD,2,kernel32.dll
GetNamedPipeClientComputerNameW,BOOL,HANDLE;LPWSTR;ULONG,3,kernel32.dll
ImpersonateNamedPipeClient,BOOL,HANDLE,1,advapi32.dll
GetNamedPipeInfo,BOOL,HANDLE;LPDWORD;LPDWORD;LPDWORD;LPDWORD,5,kernelbase.dll
GetNamedPipeHandleStateW,BOOL,HANDLE;LPDWORD;LPDWORD;LPDWORD;LPDWORD;LPWSTR;DWORD,7,kernel32.dll
CallNamedPipeW,BOOL,LPCWSTR;LPVOID;DWORD;LPVOID;DWORD;LPDWORD;DWORD,7,kernel32.dll
QueryPerformanceCounter,BOOL,LARGE_INTEGER *,1,kernel32.dll
QueryPerformanceFrequency,BOOL,LARGE_INTEGER *,1,kernel32.dll
HeapCreate,HANDLE,DWORD;SIZE_T;SIZE_T,3,kernel32.dll
HeapDestroy,BOOL,HANDLE,1,kernel32.dll
HeapAlloc,LPVOID,HANDLE;DWORD;SIZE_T,3,vertdll.dll
HeapReAlloc,LPVOID,HANDLE;DWORD;LPVOID;SIZE_T,4,vertdll.dll
HeapFree,BOOL,HANDLE;DWORD;LPVOID,3,kernel32.dll
HeapSize,SIZE_T,HANDLE;DWORD;LPCVOID,3,vertdll.dll
GetProcessHeap,HANDLE,,0,kernel32.dll
HeapCompact,SIZE_T,HANDLE;DWORD,2,kernel32.dll
HeapSetInformation,BOOL,HANDLE;HEAP_INFORMATION_CLASS;PVOID;SIZE_T,4,kernel32.dll
HeapValidate,BOOL,HANDLE;DWORD;LPCVOID,3,kernel32.dll
HeapSummary,BOOL,HANDLE;DWORD;LPHEAP_SUMMARY,3,kernel32.dll
GetProcessHeaps,DWORD,DWORD;PHANDLE,2,kernel32.dll
HeapLock,BOOL,HANDLE,1,kernel32.dll
HeapUnlock,BOOL,HANDLE,1,kernel32.dll
HeapWalk,BOOL,HANDLE;LPPROCESS_HEAP_ENTRY,2,kernel32.dll
HeapQueryInformation,BOOL,HANDLE;HEAP_INFORMATION_CLASS;PVOID;SIZE_T;PSIZE_T,5,kernel32.dll
CreateIoCompletionPort,HANDLE,HANDLE;HANDLE;ULONG_PTR;DWORD,4,kernel32.dll
GetQueuedCompletionStatus,BOOL,HANDLE;LPDWORD;PULONG_PTR;LPOVERLAPPED *;DWORD,5,kernel32.dll
GetQueuedCompletionStatusEx,BOOL,HANDLE;LPOVERLAPPED_ENTRY;ULONG;PULONG;DWORD;BOOL,6,kernel32.dll
PostQueuedCompletionStatus,BOOL,HANDLE;DWORD;ULONG_PTR;LPOVERLAPPED,4,kernel32.dll
DeviceIoControl,BOOL,HANDLE;DWORD;LPVOID;DWORD;LPVOID;DWORD;LPDWORD;LPOVERLAPPED,8,kernel32.dll
GetOverlappedResult,BOOL,HANDLE;LPOVERLAPPED;LPDWORD;BOOL,4,kernel32.dll
CancelIoEx,BOOL,HANDLE;LPOVERLAPPED,2,kernel32.dll
CancelIo,BOOL,HANDLE,1,kernel32.dll
GetOverlappedResultEx,BOOL,HANDLE;LPOVERLAPPED;LPDWORD;DWORD;BOOL,5,kernelbase.dll
CancelSynchronousIo,BOOL,HANDLE,1,kernel32.dll
InitializeSRWLock,void,PSRWLOCK,1,vertdll.dll
ReleaseSRWLockExclusive,void,PSRWLOCK,1,vertdll.dll
ReleaseSRWLockShared,void,PSRWLOCK,1,vertdll.dll
AcquireSRWLockExclusive,void,PSRWLOCK,1,vertdll.dll
AcquireSRWLockShared,void,PSRWLOCK,1,vertdll.dll
TryAcquireSRWLockExclusive,BOOLEAN,PSRWLOCK,1,vertdll.dll
TryAcquireSRWLockShared,BOOLEAN,PSRWLOCK,1,vertdll.dll
InitializeCriticalSection,void,LPCRITICAL_SECTION,1,vertdll.dll
EnterCriticalSection,void,LPCRITICAL_SECTION,1,vertdll.dll
LeaveCriticalSection,void,LPCRITICAL_SECTION,1,vertdll.dll
InitializeCriticalSectionAndSpinCount,BOOL,LPCRITICAL_SECTION;DWORD,2,kernel32.dll
InitializeCriticalSectionEx,BOOL,LPCRITICAL_SECTION;DWORD;DWORD,3,kernel32.dll
SetCriticalSectionSpinCount,DWORD,LPCRITICAL_SECTION;DWORD,2,vertdll.dll
TryEnterCriticalSection,BOOL,LPCRITICAL_SECTION,1,vertdll.dll
DeleteCriticalSection,void,LPCRITICAL_SECTION,1,vertdll.dll
InitOnceExecuteOnce,BOOL,PINIT_ONCE;PINIT_ONCE_FN;PVOID;LPVOID *,4,kernelbase.dll
InitOnceBeginInitialize,BOOL,LPINIT_ONCE;DWORD;PBOOL;LPVOID *,4,kernelbase.dll
InitOnceComplete,BOOL,LPINIT_ONCE;DWORD;LPVOID,3,kernelbase.dll
InitializeConditionVariable,void,PCONDITION_VARIABLE,1,vertdll.dll
WakeConditionVariable,void,PCONDITION_VARIABLE,1,vertdll.dll
WakeAllConditionVariable,void,PCONDITION_VARIABLE,1,vertdll.dll
SleepConditionVariableCS,BOOL,PCONDITION_VARIABLE;PCRITICAL_SECTION;DWORD,3,kernelbase.dll
SleepConditionVariableSRW,BOOL,PCONDITION_VARIABLE;PSRWLOCK;DWORD;ULONG,4,kernelbase.dll
SetEvent,BOOL,HANDLE,1,kernel32.dll
ResetEvent,BOOL,HANDLE,1,kernel32.dll
ReleaseSemaphore,BOOL,HANDLE;LONG;LPLONG,3,kernel32.dll
ReleaseMutex,BOOL,HANDLE,1,kernel32.dll
WaitForSingleObject,DWORD,HANDLE;DWORD,2,kernel32.dll
SleepEx,DWORD,DWORD;BOOL,2,kernel32.dll
WaitForSingleObjectEx,DWORD,HANDLE;DWORD;BOOL,3,kernel32.dll
WaitForMultipleObjectsEx,DWORD,DWORD;const HANDLE *;BOOL;DWORD;BOOL,5,kernel32.dll
CreateMutexA,HANDLE,LPSECURITY_ATTRIBUTES;BOOL;LPCSTR,3,kernel32.dll
CreateMutexW,HANDLE,LPSECURITY_ATTRIBUTES;BOOL;LPCWSTR,3,kernel32.dll
OpenMutexW,HANDLE,DWORD;BOOL;LPCWSTR,3,kernel32.dll
CreateEventA,HANDLE,LPSECURITY_ATTRIBUTES;BOOL;BOOL;LPCSTR,4,kernel32.dll
CreateEventW,HANDLE,LPSECURITY_ATTRIBUTES;BOOL;BOOL;LPCWSTR,4,kernel32.dll
OpenEventA,HANDLE,DWORD;BOOL;LPCSTR,3,kernel32.dll
OpenEventW,HANDLE,DWORD;BOOL;LPCWSTR,3,kernel32.dll
OpenSemaphoreW,HANDLE,DWORD;BOOL;LPCWSTR,3,kernel32.dll
OpenWaitableTimerW,HANDLE,DWORD;BOOL;LPCWSTR,3,kernel32.dll
SetWaitableTimerEx,BOOL,HANDLE;const LARGE_INTEGER *;LONG;PTIMERAPCROUTINE;LPVOID;PREASON_CONTEXT;ULONG,7,kernelbase.dll
SetWaitableTimer,BOOL,HANDLE;const LARGE_INTEGER *;LONG;PTIMERAPCROUTINE;LPVOID;BOOL,6,kernel32.dll
CancelWaitableTimer,BOOL,HANDLE,1,kernel32.dll
CreateMutexExA,HANDLE,LPSECURITY_ATTRIBUTES;LPCSTR;DWORD;DWORD,4,kernel32.dll
CreateMutexExW,HANDLE,LPSECURITY_ATTRIBUTES;LPCWSTR;DWORD;DWORD,4,kernel32.dll
CreateEventExA,HANDLE,LPSECURITY_ATTRIBUTES;LPCSTR;DWORD;DWORD,4,kernel32.dll
CreateEventExW,HANDLE,LPSECURITY_ATTRIBUTES;LPCWSTR;DWORD;DWORD,4,kernel32.dll
CreateSemaphoreExW,HANDLE,LPSECURITY_ATTRIBUTES;LONG;LONG;LPCWSTR;DWORD;DWORD,6,kernel32.dll
CreateWaitableTimerExW,HANDLE,LPSECURITY_ATTRIBUTES;LPCWSTR;DWORD;DWORD,4,kernel32.dll
EnterSynchronizationBarrier,BOOL,LPSYNCHRONIZATION_BARRIER;DWORD,2,kernel32.dll
InitializeSynchronizationBarrier,BOOL,LPSYNCHRONIZATION_BARRIER;LONG;LONG,3,kernel32.dll
DeleteSynchronizationBarrier,BOOL,LPSYNCHRONIZATION_BARRIER,1,kernel32.dll
Sleep,void,DWORD,1,kernel32.dll
WaitOnAddress,BOOL,volatile void *;PVOID;SIZE_T;DWORD,4,kernelbase.dll
WakeByAddressSingle,void,PVOID,1,vertdll.dll
WakeByAddressAll,void,PVOID,1,vertdll.dll
SignalObjectAndWait,DWORD,HANDLE;HANDLE;DWORD;BOOL,4,kernel32.dll
WaitForMultipleObjects,DWORD,DWORD;const HANDLE *;BOOL;DWORD,4,kernel32.dll
CreateSemaphoreW,HANDLE,LPSECURITY_ATTRIBUTES;LONG;LONG;LPCWSTR,4,kernel32.dll
CreateWaitableTimerW,HANDLE,LPSECURITY_ATTRIBUTES;BOOL;LPCWSTR,3,kernel32.dll
InitializeSListHead,void,PSLIST_HEADER,1,vertdll.dll
InterlockedPopEntrySList,PSLIST_ENTRY,PSLIST_HEADER,1,vertdll.dll
InterlockedPushEntrySList,PSLIST_ENTRY,PSLIST_HEADER;PSLIST_ENTRY,2,vertdll.dll
InterlockedPushListSListEx,PSLIST_ENTRY,PSLIST_HEADER;PSLIST_ENTRY;PSLIST_ENTRY;ULONG,4,vertdll.dll
InterlockedFlushSList,PSLIST_ENTRY,PSLIST_HEADER,1,vertdll.dll
QueryDepthSList,USHORT,PSLIST_HEADER,1,vertdll.dll
QueueUserAPC,DWORD,PAPCFUNC;HANDLE;ULONG_PTR,3,kernel32.dll
GetProcessTimes,BOOL,HANDLE;LPFILETIME;LPFILETIME;LPFILETIME;LPFILETIME,5,kernel32.dll
GetCurrentProcess,HANDLE,,0,kernel32.dll
GetCurrentProcessId,DWORD,,0,kernel32.dll
ExitProcess,void,UINT,1,kernel32.dll
TerminateProcess,BOOL,HANDLE;UINT,2,kernel32.dll
GetExitCodeProcess,BOOL,HANDLE;LPDWORD,2,kernel32.dll
SwitchToThread,BOOL,,0,kernel32.dll
CreateThread,HANDLE,LPSECURITY_ATTRIBUTES;SIZE_T;LPTHREAD_START_ROUTINE;LPVOID;DWORD;LPDWORD,6,kernel32.dll
CreateRemoteThread,HANDLE,HANDLE;LPSECURITY_ATTRIBUTES;SIZE_T;LPTHREAD_START_ROUTINE;LPVOID;DWORD;LPDWORD,7,kernel32.dll
GetCurrentThread,HANDLE,,0,kernel32.dll
GetCurrentThreadId,DWORD,,0,kernel32.dll
OpenThread,HANDLE,DWORD;BOOL;DWORD,3,kernel32.dll
SetThreadPriority,BOOL,HANDLE;int,2,kernel32.dll
SetThreadPriorityBoost,BOOL,HANDLE;BOOL,2,kernel32.dll
GetThreadPriorityBoost,BOOL,HANDLE;PBOOL,2,kernel32.dll
GetThreadPriority,int,HANDLE,1,kernel32.dll
TerminateThread,BOOL,HANDLE;DWORD,2,kernel32.dll
GetExitCodeThread,BOOL,HANDLE;LPDWORD,2,kernel32.dll
SuspendThread,DWORD,HANDLE,1,kernel32.dll
ResumeThread,DWORD,HANDLE,1,kernel32.dll
TlsAlloc,DWORD,,0,kernel32.dll
TlsGetValue,LPVOID,DWORD,1,kernel32.dll
TlsSetValue,BOOL,DWORD;LPVOID,2,kernel32.dll
TlsFree,BOOL,DWORD,1,kernel32.dll
CreateProcessA,BOOL,LPCSTR;LPSTR;LPSECURITY_ATTRIBUTES;LPSECURITY_ATTRIBUTES;BOOL;DWORD;LPVOID;LPCSTR;LPSTARTUPINFOA;LPPROCESS_INFORMATION,10,kernel32.dll
CreateProcessW,BOOL,LPCWSTR;LPWSTR;LPSECURITY_ATTRIBUTES;LPSECURITY_ATTRIBUTES;BOOL;DWORD;LPVOID;LPCWSTR;LPSTARTUPINFOW;LPPROCESS_INFORMATION,10,kernel32.dll
SetProcessShutdownParameters,BOOL,DWORD;DWORD,2,kernel32.dll
GetProcessVersion,DWORD,DWORD,1,kernel32.dll
GetStartupInfoW,void,LPSTARTUPINFOW,1,kernel32.dll
CreateProcessAsUserW,BOOL,HANDLE;LPCWSTR;LPWSTR;LPSECURITY_ATTRIBUTES;LPSECURITY_ATTRIBUTES;BOOL;DWORD;LPVOID;LPCWSTR;LPSTARTUPINFOW;LPPROCESS_INFORMATION,11,advapi32.dll
SetThreadToken,BOOL,PHANDLE;HANDLE,2,advapi32.dll
OpenProcessToken,BOOL,HANDLE;DWORD;PHANDLE,3,advapi32.dll
OpenThreadToken,BOOL,HANDLE;DWORD;BOOL;PHANDLE,4,advapi32.dll
SetPriorityClass,BOOL,HANDLE;DWORD,2,kernel32.dll
GetPriorityClass,DWORD,HANDLE,1,kernel32.dll
SetThreadStackGuarantee,BOOL,PULONG,1,kernel32.dll
ProcessIdToSessionId,BOOL,DWORD;DWORD *,2,kernel32.dll
GetProcessId,DWORD,HANDLE,1,kernel32.dll
GetThreadId,DWORD,HANDLE,1,kernel32.dll
GetProcessIdOfThread,DWORD,HANDLE,1,kernel32.dll
InitializeProcThreadAttributeList,BOOL,LPPROC_THREAD_ATTRIBUTE_LIST;DWORD;DWORD;PSIZE_T,4,kernelbase.dll
DeleteProcThreadAttributeList,void,LPPROC_THREAD_ATTRIBUTE_LIST,1,kernelbase.dll
UpdateProcThreadAttribute,BOOL,LPPROC_THREAD_ATTRIBUTE_LIST;DWORD;DWORD_PTR;PVOID;SIZE_T;PVOID;PSIZE_T,7,kernelbase.dll
SetProcessDynamicEHContinuationTargets,BOOL,HANDLE;USHORT;PPROCESS_DYNAMIC_EH_CONTINUATION_TARGET,3,kernelbase.dll
SetProcessDynamicEnforcedCetCompatibleRanges,BOOL,HANDLE;USHORT;PPROCESS_DYNAMIC_ENFORCED_ADDRESS_RANGE,3,kernelbase.dll
SetProcessAffinityUpdateMode,BOOL,HANDLE;DWORD,2,kernel32.dll
QueryProcessAffinityUpdateMode,BOOL,HANDLE;LPDWORD,2,kernel32.dll
CreateRemoteThreadEx,HANDLE,HANDLE;LPSECURITY_ATTRIBUTES;SIZE_T;LPTHREAD_START_ROUTINE;LPVOID;DWORD;LPPROC_THREAD_ATTRIBUTE_LIST;LPDWORD,8,kernelbase.dll
GetCurrentThreadStackLimits,void,PULONG_PTR;PULONG_PTR,2,kernelbase.dll
GetThreadContext,BOOL,HANDLE;LPCONTEXT,2,kernel32.dll
GetProcessMitigationPolicy,BOOL,HANDLE;PROCESS_MITIGATION_POLICY;PVOID;SIZE_T,4,kernelbase.dll
SetThreadContext,BOOL,HANDLE;const CONTEXT *,2,kernel32.dll
SetProcessMitigationPolicy,BOOL,PROCESS_MITIGATION_POLICY;PVOID;SIZE_T,3,kernelbase.dll
FlushInstructionCache,BOOL,HANDLE;LPCVOID;SIZE_T,3,kernel32.dll
GetThreadTimes,BOOL,HANDLE;LPFILETIME;LPFILETIME;LPFILETIME;LPFILETIME,5,kernel32.dll
OpenProcess,HANDLE,DWORD;BOOL;DWORD,3,kernel32.dll
IsProcessorFeaturePresent,BOOL,DWORD,1,kernel32.dll
GetProcessHandleCount,BOOL,HANDLE;PDWORD,2,kernel32.dll
SetThreadIdealProcessorEx,BOOL,HANDLE;PPROCESSOR_NUMBER;PPROCESSOR_NUMBER,3,kernel32.dll
GetThreadIdealProcessorEx,BOOL,HANDLE;PPROCESSOR_NUMBER,2,kernel32.dll
GetProcessPriorityBoost,BOOL,HANDLE;PBOOL,2,kernel32.dll
SetProcessPriorityBoost,BOOL,HANDLE;BOOL,2,kernel32.dll
GetThreadIOPendingFlag,BOOL,HANDLE;PBOOL,2,kernel32.dll
GetSystemTimes,BOOL,PFILETIME;PFILETIME;PFILETIME,3,kernel32.dll
GetThreadInformation,BOOL,HANDLE;THREAD_INFORMATION_CLASS;LPVOID;DWORD,4,kernel32.dll
SetThreadInformation,BOOL,HANDLE;THREAD_INFORMATION_CLASS;LPVOID;DWORD,4,kernel32.dll
IsProcessCritical,BOOL,HANDLE;PBOOL,2,kernelbase.dll
SetProtectedPolicy,BOOL,LPCGUID;ULONG_PTR;PULONG_PTR,3,kernelbase.dll
QueryProtectedPolicy,BOOL,LPCGUID;PULONG_PTR,2,kernelbase.dll
SetThreadIdealProcessor,DWORD,HANDLE;DWORD,2,kernel32.dll
SetProcessInformation,BOOL,HANDLE;PROCESS_INFORMATION_CLASS;LPVOID;DWORD,4,kernel32.dll
GetProcessInformation,BOOL,HANDLE;PROCESS_INFORMATION_CLASS;LPVOID;DWORD,4,kernel32.dll
GetSystemCpuSetInformation,BOOL,PSYSTEM_CPU_SET_INFORMATION;ULONG;PULONG;HANDLE;ULONG,5,kernelbase.dll
GetProcessDefaultCpuSets,BOOL,HANDLE;PULONG;ULONG;PULONG,4,kernelbase.dll
SetProcessDefaultCpuSets,BOOL,HANDLE;const ULONG *;ULONG,3,kernelbase.dll
GetThreadSelectedCpuSets,BOOL,HANDLE;PULONG;ULONG;PULONG,4,kernelbase.dll
SetThreadSelectedCpuSets,BOOL,HANDLE;const ULONG *;ULONG,3,kernelbase.dll
CreateProcessAsUserA,BOOL,HANDLE;LPCSTR;LPSTR;LPSECURITY_ATTRIBUTES;LPSECURITY_ATTRIBUTES;BOOL;DWORD;LPVOID;LPCSTR;LPSTARTUPINFOA;LPPROCESS_INFORMATION,11,advapi32.dll
GetProcessShutdownParameters,BOOL,LPDWORD;LPDWORD,2,kernel32.dll
SetThreadDescription,HRESULT,HANDLE;PCWSTR,2,kernelbase.dll
GetThreadDescription,HRESULT,HANDLE;PWSTR *,2,kernelbase.dll
GlobalMemoryStatusEx,BOOL,LPMEMORYSTATUSEX,1,kernel32.dll
GetSystemInfo,void,LPSYSTEM_INFO,1,kernel32.dll
GetSystemTime,void,LPSYSTEMTIME,1,kernel32.dll
GetSystemTimeAsFileTime,void,LPFILETIME,1,kernel32.dll
GetLocalTime,void,LPSYSTEMTIME,1,kernel32.dll
IsUserCetAvailableInEnvironment,BOOL,DWORD,1,kernelbase.dll
GetSystemLeapSecondInformation,BOOL,PBOOL;PDWORD,2,kernelbase.dll
GetVersion,DWORD,,0,kernel32.dll
SetLocalTime,BOOL,const SYSTEMTIME *,1,kernel32.dll
GetTickCount,DWORD,,0,kernel32.dll
GetTickCount64,ULONGLONG,,0,kernel32.dll
GetSystemTimeAdjustment,BOOL,PDWORD;PDWORD;PBOOL,3,kernel32.dll
GetSystemTimeAdjustmentPrecise,BOOL,PDWORD64;PDWORD64;PBOOL,3,kernelbase.dll
GetSystemDirectoryA,UINT,LPSTR;UINT,2,kernel32.dll
GetSystemDirectoryW,UINT,LPWSTR;UINT,2,kernel32.dll
GetWindowsDirectoryA,UINT,LPSTR;UINT,2,kernel32.dll
GetWindowsDirectoryW,UINT,LPWSTR;UINT,2,kernel32.dll
GetSystemWindowsDirectoryA,UINT,LPSTR;UINT,2,kernel32.dll
GetSystemWindowsDirectoryW,UINT,LPWSTR;UINT,2,kernel32.dll
GetComputerNameExA,BOOL,COMPUTER_NAME_FORMAT;LPSTR;LPDWORD,3,kernel32.dll
GetComputerNameExW,BOOL,COMPUTER_NAME_FORMAT;LPWSTR;LPDWORD,3,kernel32.dll
SetComputerNameExW,BOOL,COMPUTER_NAME_FORMAT;LPCWSTR,2,kernel32.dll
SetSystemTime,BOOL,const SYSTEMTIME *,1,kernel32.dll
GetVersionExA,BOOL,LPOSVERSIONINFOA,1,kernel32.dll
GetVersionExW,BOOL,LPOSVERSIONINFOW,1,kernel32.dll
GetLogicalProcessorInformation,BOOL,PSYSTEM_LOGICAL_PROCESSOR_INFORMATION;PDWORD,2,kernel32.dll
GetLogicalProcessorInformationEx,BOOL,LOGICAL_PROCESSOR_RELATIONSHIP;PSYSTEM_LOGICAL_PROCESSOR_INFORMATION_EX;PDWORD,3,kernelbase.dll
