function_name,return_type,arg_types,arg_count,dll_name
CryptFormatObject,BOOL,DWORD;DWORD;DWORD;void *;LPCSTR;const BYTE *;DWORD;void *;DWORD *,9,crypt32.dll
CryptEncodeObjectEx,BOOL,DWORD;LPCSTR;const void *;DWORD;PCRYPT_ENCODE_PARA;void *;DWORD *,7,crypt32.dll
CryptEncodeObject,BOOL,DWORD;LPCSTR;const void *;BYTE *;DWORD *,5,crypt32.dll
CryptDecodeObjectEx,BOOL,DWORD;LPCSTR;const BYTE *;DWORD;DWORD;PCRYPT_DECODE_PARA;void *;DWORD *,8,crypt32.dll
CryptDecodeObject,BOOL,DWORD;LPCSTR;const BYTE *;DWORD;DWORD;void *;DWORD *,7,crypt32.dll
CryptInstallOIDFunctionAddress,BOOL,HMODULE;DWORD;LPCSTR;DWORD;const CRYPT_OID_FUNC_ENTRY[];DWORD,6,crypt32.dll
CryptInitOIDFunctionSet,HCRYPTOIDFUNCSET,LPCSTR;DWORD,2,crypt32.dll
CryptGetOIDFunctionAddress,BOOL,HCRYPTOIDFUNCSET;DWORD;LPCSTR;DWORD;void **;HCRYPTOIDFUNCADDR *,6,crypt32.dll
CryptGetDefaultOIDDllList,BOOL,HCRYPTOIDFUNCSET;DWORD;WCHAR *;DWORD *,4,crypt32.dll
CryptGetDefaultOIDFunctionAddress,BOOL,HCRYPTOIDFUNCSET;DWORD;LPCWSTR;DWORD;void **;HCRYPTOIDFUNCADDR *,6,crypt32.dll
CryptFreeOIDFunctionAddress,BOOL,HCRYPTOIDFUNCADDR;DWORD,2,crypt32.dll
CryptRegisterOIDFunction,BOOL,DWORD;LPCSTR;LPCSTR;LPCWSTR;LPCSTR,5,crypt32.dll
CryptUnregisterOIDFunction,BOOL,DWORD;LPCSTR;LPCSTR,3,crypt32.dll
CryptRegisterDefaultOIDFunction,BOOL,DWORD;LPCSTR;DWORD;LPCWSTR,4,crypt32.dll
CryptUnregisterDefaultOIDFunction,BOOL,DWORD;LPCSTR;LPCWSTR,3,crypt32.dll
CryptSetOIDFunctionValue,BOOL,DWORD;LPCSTR;LPCSTR;LPCWSTR;DWORD;const BYTE *;DWORD,7,crypt32.dll
CryptGetOIDFunctionValue,BOOL,DWORD;LPCSTR;LPCSTR;LPCWSTR;DWORD *;BYTE *;DWORD *,7,crypt32.dll
CryptEnumOIDFunction,BOOL,DWORD;LPCSTR;LPCSTR;DWORD;void *;PFN_CRYPT_ENUM_OID_FUNC,6,crypt32.dll
CryptFindOIDInfo,PCCRYPT_OID_INFO,DWORD;void *;DWORD,3,crypt32.dll
CryptRegisterOIDInfo,BOOL,PCCRYPT_OID_INFO;DWORD,2,crypt32.dll
CryptUnregisterOIDInfo,BOOL,PCCRYPT_OID_INFO,1,crypt32.dll
CryptEnumOIDInfo,BOOL,DWORD;DWORD;void *;PFN_CRYPT_ENUM_OID_INFO,4,crypt32.dll
CryptFindLocalizedName,LPCWSTR,LPCWSTR,1,crypt32.dll
CryptMsgOpenToEncode,HCRYPTMSG,DWORD;DWORD;DWORD;const void *;LPSTR;PCMSG_STREAM_INFO,6,crypt32.dll
CryptMsgCalculateEncodedLength,DWORD,DWORD;DWORD;DWORD;const void *;LPSTR;DWORD,6,crypt32.dll
CryptMsgOpenToDecode,HCRYPTMSG,DWORD;DWORD;DWORD;HCRYPTPROV_LEGACY;PCERT_INFO;PCMSG_STREAM_INFO,6,crypt32.dll
CryptMsgDuplicate,HCRYPTMSG,HCRYPTMSG,1,crypt32.dll
CryptMsgClose,BOOL,HCRYPTMSG,1,crypt32.dll
CryptMsgUpdate,BOOL,HCRYPTMSG;const BYTE *;DWORD;BOOL,4,crypt32.dll
CryptMsgGetParam,BOOL,HCRYPTMSG;DWORD;DWORD;void *;DWORD *,5,crypt32.dll
CryptMsgControl,BOOL,HCRYPTMSG;DWORD;DWORD;const void *,4,crypt32.dll
CryptMsgVerifyCountersignatureEncoded,BOOL,HCRYPTPROV_LEGACY;DWORD;PBYTE;DWORD;PBYTE;DWORD;PCERT_INFO,7,crypt32.dll
CryptMsgVerifyCountersignatureEncodedEx,BOOL,HCRYPTPROV_LEGACY;DWORD;PBYTE;DWORD;PBYTE;DWORD;DWORD;void *;DWORD;void *,10,crypt32.dll
CryptMsgCountersign,BOOL,HCRYPTMSG;DWORD;DWORD;PCMSG_SIGNER_ENCODE_INFO,4,crypt32.dll
CryptMsgCountersignEncoded,BOOL,DWORD;PBYTE;DWORD;DWORD;PCMSG_SIGNER_ENCODE_INFO;PBYTE;PDWORD,7,crypt32.dll
CertOpenStore,HCERTSTORE,LPCSTR;DWORD;HCRYPTPROV_LEGACY;DWORD;const void *,5,crypt32.dll
CertDuplicateStore,HCERTSTORE,HCERTSTORE,1,crypt32.dll
CertSaveStore,BOOL,HCERTSTORE;DWORD;DWORD;DWORD;void *;DWORD,6,crypt32.dll
CertCloseStore,BOOL,HCERTSTORE;DWORD,2,crypt32.dll
CertGetSubjectCertificateFromStore,PCCERT_CONTEXT,HCERTSTORE;DWORD;PCERT_INFO,3,crypt32.dll
CertEnumCertificatesInStore,PCCERT_CONTEXT,HCERTSTORE;PCCERT_CONTEXT,2,crypt32.dll
CertFindCertificateInStore,PCCERT_CONTEXT,HCERTSTORE;DWORD;DWORD;DWORD;const void *;PCCERT_CONTEXT,6,crypt32.dll
CertGetIssuerCertificateFromStore,PCCERT_CONTEXT,HCERTSTORE;PCCERT_CONTEXT;PCCERT_CONTEXT;DWORD *,4,crypt32.dll
CertVerifySubjectCertificateContext,BOOL,PCCERT_CONTEXT;PCCERT_CONTEXT;DWORD *,3,crypt32.dll
CertDuplicateCertificateContext,PCCERT_CONTEXT,PCCERT_CONTEXT,1,crypt32.dll
CertCreateCertificateContext,PCCERT_CONTEXT,DWORD;const BYTE *;DWORD,3,crypt32.dll
CertFreeCertificateContext,BOOL,PCCERT_CONTEXT,1,crypt32.dll
CertSetCertificateContextProperty,BOOL,PCCERT_CONTEXT;DWORD;DWORD;const void *,4,crypt32.dll
CertGetCertificateContextProperty,BOOL,PCCERT_CONTEXT;DWORD;void *;DWORD *,4,crypt32.dll
CertEnumCertificateContextProperties,DWORD,PCCERT_CONTEXT;DWORD,2,crypt32.dll
CertCreateCTLEntryFromCertificateContextProperties,BOOL,PCCERT_CONTEXT;DWORD;PCRYPT_ATTRIBUTE;DWORD;void *;PCTL_ENTRY;DWORD *,7,crypt32.dll
CertSetCertificateContextPropertiesFromCTLEntry,BOOL,PCCERT_CONTEXT;PCTL_ENTRY;DWORD,3,crypt32.dll
CertGetCRLFromStore,PCCRL_CONTEXT,HCERTSTORE;PCCERT_CONTEXT;PCCRL_CONTEXT;DWORD *,4,crypt32.dll
CertEnumCRLsInStore,PCCRL_CONTEXT,HCERTSTORE;PCCRL_CONTEXT,2,crypt32.dll
CertFindCRLInStore,PCCRL_CONTEXT,HCERTSTORE;DWORD;DWORD;DWORD;const void *;PCCRL_CONTEXT,6,crypt32.dll
CertDuplicateCRLContext,PCCRL_CONTEXT,PCCRL_CONTEXT,1,crypt32.dll
CertCreateCRLContext,PCCRL_CONTEXT,DWORD;const BYTE *;DWORD,3,crypt32.dll
CertFreeCRLContext,BOOL,PCCRL_CONTEXT,1,crypt32.dll
CertSetCRLContextProperty,BOOL,PCCRL_CONTEXT;DWORD;DWORD;const void *,4,crypt32.dll
CertGetCRLContextProperty,BOOL,PCCRL_CONTEXT;DWORD;void *;DWORD *,4,crypt32.dll
CertEnumCRLContextProperties,DWORD,PCCRL_CONTEXT;DWORD,2,crypt32.dll
CertFindCertificateInCRL,BOOL,PCCERT_CONTEXT;PCCRL_CONTEXT;DWORD;void *;PCRL_ENTRY *,5,crypt32.dll
CertIsValidCRLForCertificate,BOOL,PCCERT_CONTEXT;PCCRL_CONTEXT;DWORD;void *,4,crypt32.dll
CertAddEncodedCertificateToStore,BOOL,HCERTSTORE;DWORD;const BYTE *;DWORD;DWORD;PCCERT_CONTEXT *,6,crypt32.dll
CertAddCertificateContextToStore,BOOL,HCERTSTORE;PCCERT_CONTEXT;DWORD;PCCERT_CONTEXT *,4,crypt32.dll
CertAddSerializedElementToStore,BOOL,HCERTSTORE;const BYTE *;DWORD;DWORD;DWORD;DWORD;DWORD *;const void **,8,crypt32.dll
CertDeleteCertificateFromStore,BOOL,PCCERT_CONTEXT,1,crypt32.dll
CertAddEncodedCRLToStore,BOOL,HCERTSTORE;DWORD;const BYTE *;DWORD;DWORD;PCCRL_CONTEXT *,6,crypt32.dll
CertAddCRLContextToStore,BOOL,HCERTSTORE;PCCRL_CONTEXT;DWORD;PCCRL_CONTEXT *,4,crypt32.dll
CertDeleteCRLFromStore,BOOL,PCCRL_CONTEXT,1,crypt32.dll
CertSerializeCertificateStoreElement,BOOL,PCCERT_CONTEXT;DWORD;BYTE *;DWORD *,4,crypt32.dll
CertSerializeCRLStoreElement,BOOL,PCCRL_CONTEXT;DWORD;BYTE *;DWORD *,4,crypt32.dll
CertDuplicateCTLContext,PCCTL_CONTEXT,PCCTL_CONTEXT,1,crypt32.dll
CertCreateCTLContext,PCCTL_CONTEXT,DWORD;const BYTE *;DWORD,3,crypt32.dll
CertFreeCTLContext,BOOL,PCCTL_CONTEXT,1,crypt32.dll
CertSetCTLContextProperty,BOOL,PCCTL_CONTEXT;DWORD;DWORD;const void *,4,crypt32.dll
CertGetCTLContextProperty,BOOL,PCCTL_CONTEXT;DWORD;void *;DWORD *,4,crypt32.dll
CertEnumCTLContextProperties,DWORD,PCCTL_CONTEXT;DWORD,2,crypt32.dll
CertEnumCTLsInStore,PCCTL_CONTEXT,HCERTSTORE;PCCTL_CONTEXT,2,crypt32.dll
CertFindSubjectInCTL,PCTL_ENTRY,DWORD;DWORD;void *;PCCTL_CONTEXT;DWORD,5,crypt32.dll
CertFindCTLInStore,PCCTL_CONTEXT,HCERTSTORE;DWORD;DWORD;DWORD;const void *;PCCTL_CONTEXT,6,crypt32.dll
CertAddEncodedCTLToStore,BOOL,HCERTSTORE;DWORD;const BYTE *;DWORD;DWORD;PCCTL_CONTEXT *,6,crypt32.dll
CertAddCTLContextToStore,BOOL,HCERTSTORE;PCCTL_CONTEXT;DWORD;PCCTL_CONTEXT *,4,crypt32.dll
CertSerializeCTLStoreElement,BOOL,PCCTL_CONTEXT;DWORD;BYTE *;DWORD *,4,crypt32.dll
CertDeleteCTLFromStore,BOOL,PCCTL_CONTEXT,1,crypt32.dll
CertAddCertificateLinkToStore,BOOL,HCERTSTORE;PCCERT_CONTEXT;DWORD;PCCERT_CONTEXT *,4,crypt32.dll
CertAddCRLLinkToStore,BOOL,HCERTSTORE;PCCRL_CONTEXT;DWORD;PCCRL_CONTEXT *,4,crypt32.dll
CertAddCTLLinkToStore,BOOL,HCERTSTORE;PCCTL_CONTEXT;DWORD;PCCTL_CONTEXT *,4,crypt32.dll
CertAddStoreToCollection,BOOL,HCERTSTORE;HCERTSTORE;DWORD;DWORD,4,crypt32.dll
CertRemoveStoreFromCollection,void,HCERTSTORE;HCERTSTORE,2,crypt32.dll
CertControlStore,BOOL,HCERTSTORE;DWORD;DWORD;const void *,4,crypt32.dll
CertSetStoreProperty,BOOL,HCERTSTORE;DWORD;DWORD;const void *,4,crypt32.dll
CertGetStoreProperty,BOOL,HCERTSTORE;DWORD;void *;DWORD *,4,crypt32.dll
CertCreateContext,const void *,DWORD;DWORD;const BYTE *;DWORD;DWORD;PCERT_CREATE_CONTEXT_PARA,6,crypt32.dll
CertRegisterSystemStore,BOOL,const void *;DWORD;PCERT_SYSTEM_STORE_INFO;void *,4,crypt32.dll
CertRegisterPhysicalStore,BOOL,const void *;DWORD;LPCWSTR;PCERT_PHYSICAL_STORE_INFO;void *,5,crypt32.dll
CertUnregisterSystemStore,BOOL,const void *;DWORD,2,crypt32.dll
CertUnregisterPhysicalStore,BOOL,const void *;DWORD;LPCWSTR,3,crypt32.dll
CertEnumSystemStoreLocation,BOOL,DWORD;void *;PFN_CERT_ENUM_SYSTEM_STORE_LOCATION,3,crypt32.dll
CertEnumSystemStore,BOOL,DWORD;void *;void *;PFN_CERT_ENUM_SYSTEM_STORE,4,crypt32.dll
CertEnumPhysicalStore,BOOL,const void *;DWORD;void *;PFN_CERT_ENUM_PHYSICAL_STORE,4,crypt32.dll
CertGetEnhancedKeyUsage,BOOL,PCCERT_CONTEXT;DWORD;PCERT_ENHKEY_USAGE;DWORD *,4,crypt32.dll
CertSetEnhancedKeyUsage,BOOL,PCCERT_CONTEXT;PCERT_ENHKEY_USAGE,2,crypt32.dll
CertAddEnhancedKeyUsageIdentifier,BOOL,PCCERT_CONTEXT;LPCSTR,2,crypt32.dll
CertRemoveEnhancedKeyUsageIdentifier,BOOL,PCCERT_CONTEXT;LPCSTR,2,crypt32.dll
CertGetValidUsages,BOOL,DWORD;PCCERT_CONTEXT *;int *;LPSTR *;DWORD *,5,crypt32.dll
CryptMsgGetAndVerifySigner,BOOL,HCRYPTMSG;DWORD;HCERTSTORE *;DWORD;PCCERT_CONTEXT *;DWORD *,6,crypt32.dll
CryptMsgSignCTL,BOOL,DWORD;BYTE *;DWORD;PCMSG_SIGNED_ENCODE_INFO;DWORD;BYTE *;DWORD *,7,crypt32.dll
CryptMsgEncodeAndSignCTL,BOOL,DWORD;PCTL_INFO;PCMSG_SIGNED_ENCODE_INFO;DWORD;BYTE *;DWORD *,6,crypt32.dll
CertFindSubjectInSortedCTL,BOOL,PCRYPT_DATA_BLOB;PCCTL_CONTEXT;DWORD;void *;PCRYPT_DER_BLOB,5,crypt32.dll
CertEnumSubjectInSortedCTL,BOOL,PCCTL_CONTEXT;void **;PCRYPT_DER_BLOB;PCRYPT_DER_BLOB,4,crypt32.dll
CertVerifyCTLUsage,BOOL,DWORD;DWORD;void *;PCTL_USAGE;DWORD;PCTL_VERIFY_USAGE_PARA;PCTL_VERIFY_USAGE_STATUS,7,crypt32.dll
CertVerifyRevocation,BOOL,DWORD;DWORD;DWORD;PVOID[];DWORD;PCERT_REVOCATION_PARA;PCERT_REVOCATION_STATUS,7,crypt32.dll
CertCompareIntegerBlob,BOOL,PCRYPT_INTEGER_BLOB;PCRYPT_INTEGER_BLOB,2,crypt32.dll
CertCompareCertificate,BOOL,DWORD;PCERT_INFO;PCERT_INFO,3,crypt32.dll
CertCompareCertificateName,BOOL,DWORD;PCERT_NAME_BLOB;PCERT_NAME_BLOB,3,crypt32.dll
CertIsRDNAttrsInCertificateName,BOOL,DWORD;DWORD;PCERT_NAME_BLOB;PCERT_RDN,4,crypt32.dll
CertComparePublicKeyInfo,BOOL,DWORD;PCERT_PUBLIC_KEY_INFO;PCERT_PUBLIC_KEY_INFO,3,crypt32.dll
CertGetPublicKeyLength,DWORD,DWORD;PCERT_PUBLIC_KEY_INFO,2,crypt32.dll
CryptVerifyCertificateSignature,BOOL,HCRYPTPROV_LEGACY;DWORD;const BYTE *;DWORD;PCERT_PUBLIC_KEY_INFO,5,crypt32.dll
CryptVerifyCertificateSignatureEx,BOOL,HCRYPTPROV_LEGACY;DWORD;DWORD;void *;DWORD;void *;DWORD;void *,8,crypt32.dll
CertIsStrongHashToSign,BOOL,PCCERT_STRONG_SIGN_PARA;LPCWSTR;PCCERT_CONTEXT,3,crypt32.dll
CryptHashToBeSigned,BOOL,HCRYPTPROV_LEGACY;DWORD;const BYTE *;DWORD;BYTE *;DWORD *,6,crypt32.dll
CryptHashCertificate,BOOL,HCRYPTPROV_LEGACY;ALG_ID;DWORD;const BYTE *;DWORD;BYTE *;DWORD *,7,crypt32.dll
CryptHashCertificate2,BOOL,LPCWSTR;DWORD;void *;const BYTE *;DWORD;BYTE *;DWORD *,7,crypt32.dll
CryptSignCertificate,BOOL,HCRYPTPROV_OR_NCRYPT_KEY_HANDLE;DWORD;DWORD;const BYTE *;DWORD;PCRYPT_ALGORITHM_IDENTIFIER;const void *;BYTE *;DWORD *,9,crypt32.dll
CryptSignAndEncodeCertificate,BOOL,HCRYPTPROV_OR_NCRYPT_KEY_HANDLE;DWORD;DWORD;LPCSTR;const void *;PCRYPT_ALGORITHM_IDENTIFIER;const void *;BYTE *;DWORD *,9,crypt32.dll
CertVerifyTimeValidity,LONG,LPFILETIME;PCERT_INFO,2,crypt32.dll
CertVerifyCRLTimeValidity,LONG,LPFILETIME;PCRL_INFO,2,crypt32.dll
CertVerifyValidityNesting,BOOL,PCERT_INFO;PCERT_INFO,2,crypt32.dll
CertVerifyCRLRevocation,BOOL,DWORD;PCERT_INFO;DWORD;PCRL_INFO[],4,crypt32.dll
CertAlgIdToOID,LPCSTR,DWORD,1,crypt32.dll
CertOIDToAlgId,DWORD,LPCSTR,1,crypt32.dll
CertFindExtension,PCERT_EXTENSION,LPCSTR;DWORD;CERT_EXTENSION[],3,crypt32.dll
CertFindAttribute,PCRYPT_ATTRIBUTE,LPCSTR;DWORD;CRYPT_ATTRIBUTE[],3,crypt32.dll
CertFindRDNAttr,PCERT_RDN_ATTR,LPCSTR;PCERT_NAME_INFO,2,crypt32.dll
CertGetIntendedKeyUsage,BOOL,DWORD;PCERT_INFO;BYTE *;DWORD,4,crypt32.dll
CryptInstallDefaultContext,BOOL,HCRYPTPROV;DWORD;const void *;DWORD;void *;HCRYPTDEFAULTCONTEXT *,6,crypt32.dll
CryptUninstallDefaultContext,BOOL,HCRYPTDEFAULTCONTEXT;DWORD;void *,3,crypt32.dll
CryptExportPublicKeyInfo,BOOL,HCRYPTPROV_OR_NCRYPT_KEY_HANDLE;DWORD;DWORD;PCERT_PUBLIC_KEY_INFO;DWORD *,5,crypt32.dll
CryptExportPublicKeyInfoEx,BOOL,HCRYPTPROV_OR_NCRYPT_KEY_HANDLE;DWORD;DWORD;LPSTR;DWORD;void *;PCERT_PUBLIC_KEY_INFO;DWORD *,8,crypt32.dll
CryptExportPublicKeyInfoFromBCryptKeyHandle,BOOL,BCRYPT_KEY_HANDLE;DWORD;LPSTR;DWORD;void *;PCERT_PUBLIC_KEY_INFO;DWORD *,7,crypt32.dll
CryptImportPublicKeyInfo,BOOL,HCRYPTPROV;DWORD;PCERT_PUBLIC_KEY_INFO;HCRYPTKEY *,4,crypt32.dll
CryptImportPublicKeyInfoEx,BOOL,HCRYPTPROV;DWORD;PCERT_PUBLIC_KEY_INFO;ALG_ID;DWORD;void *;HCRYPTKEY *,7,crypt32.dll
CryptImportPublicKeyInfoEx2,BOOL,DWORD;PCERT_PUBLIC_KEY_INFO;DWORD;void *;BCRYPT_KEY_HANDLE *,5,crypt32.dll
CryptAcquireCertificatePrivateKey,BOOL,PCCERT_CONTEXT;DWORD;void *;HCRYPTPROV_OR_NCRYPT_KEY_HANDLE *;DWORD *;BOOL *,6,crypt32.dll
CryptFindCertificateKeyProvInfo,BOOL,PCCERT_CONTEXT;DWORD;void *,3,crypt32.dll
CryptImportPKCS8,BOOL,CRYPT_PKCS8_IMPORT_PARAMS;DWORD;HCRYPTPROV *;void *,4,crypt32.dll
CryptExportPKCS8,BOOL,HCRYPTPROV;DWORD;LPSTR;DWORD;void *;BYTE *;DWORD *,7,crypt32.dll
CryptHashPublicKeyInfo,BOOL,HCRYPTPROV_LEGACY;ALG_ID;DWORD;DWORD;PCERT_PUBLIC_KEY_INFO;BYTE *;DWORD *,7,crypt32.dll
CertRDNValueToStrA,DWORD,DWORD;PCERT_RDN_VALUE_BLOB;LPSTR;DWORD,4,crypt32.dll
CertRDNValueToStrW,DWORD,DWORD;PCERT_RDN_VALUE_BLOB;LPWSTR;DWORD,4,crypt32.dll
CertNameToStrA,DWORD,DWORD;PCERT_NAME_BLOB;DWORD;LPSTR;DWORD,5,crypt32.dll
CertNameToStrW,DWORD,DWORD;PCERT_NAME_BLOB;DWORD;LPWSTR;DWORD,5,crypt32.dll
CertStrToNameA,BOOL,DWORD;LPCSTR;DWORD;void *;BYTE *;DWORD *;LPCSTR *,7,crypt32.dll
CertStrToNameW,BOOL,DWORD;LPCWSTR;DWORD;void *;BYTE *;DWORD *;LPCWSTR *,7,crypt32.dll
CertGetNameStringA,DWORD,PCCERT_CONTEXT;DWORD;DWORD;void *;LPSTR;DWORD,6,crypt32.dll
CertGetNameStringW,DWORD,PCCERT_CONTEXT;DWORD;DWORD;void *;LPWSTR;DWORD,6,crypt32.dll
CryptSignMessage,BOOL,PCRYPT_SIGN_MESSAGE_PARA;BOOL;DWORD;const BYTE *[];DWORD[];BYTE *;DWORD *,7,crypt32.dll
CryptVerifyMessageSignature,BOOL,PCRYPT_VERIFY_MESSAGE_PARA;DWORD;const BYTE *;DWORD;BYTE *;DWORD *;PCCERT_CONTEXT *,7,crypt32.dll
CryptGetMessageSignerCount,LONG,DWORD;const BYTE *;DWORD,3,crypt32.dll
CryptGetMessageCertificates,HCERTSTORE,DWORD;HCRYPTPROV_LEGACY;DWORD;const BYTE *;DWORD,5,crypt32.dll
CryptVerifyDetachedMessageSignature,BOOL,PCRYPT_VERIFY_MESSAGE_PARA;DWORD;const BYTE *;DWORD;DWORD;const BYTE *[];DWORD[];PCCERT_CONTEXT *,8,crypt32.dll
CryptEncryptMessage,BOOL,PCRYPT_ENCRYPT_MESSAGE_PARA;DWORD;PCCERT_CONTEXT[];const BYTE *;DWORD;BYTE *;DWORD *,7,crypt32.dll
CryptDecryptMessage,BOOL,PCRYPT_DECRYPT_MESSAGE_PARA;const BYTE *;DWORD;BYTE *;DWORD *;PCCERT_CONTEXT *,6,crypt32.dll
CryptSignAndEncryptMessage,BOOL,PCRYPT_SIGN_MESSAGE_PARA;PCRYPT_ENCRYPT_MESSAGE_PARA;DWORD;PCCERT_CONTEXT[];const BYTE *;DWORD;BYTE *;DWORD *,8,crypt32.dll
CryptDecryptAndVerifyMessageSignature,BOOL,PCRYPT_DECRYPT_MESSAGE_PARA;PCRYPT_VERIFY_MESSAGE_PARA;DWORD;const BYTE *;DWORD;BYTE *;DWORD *;PCCERT_CONTEXT *;PCCERT_CONTEXT *,9,crypt32.dll
CryptDecodeMessage,BOOL,DWORD;PCRYPT_DECRYPT_MESSAGE_PARA;PCRYPT_VERIFY_MESSAGE_PARA;DWORD;const BYTE *;DWORD;DWORD;DWORD *;DWORD *;BYTE *;DWORD *;PCCERT_CONTEXT *;PCCERT_CONTEXT *,13,crypt32.dll
CryptHashMessage,BOOL,PCRYPT_HASH_MESSAGE_PARA;BOOL;DWORD;const BYTE *[];DWORD[];BYTE *;DWORD *;BYTE *;DWORD *,9,crypt32.dll
CryptVerifyMessageHash,BOOL,PCRYPT_HASH_MESSAGE_PARA;BYTE *;DWORD;BYTE *;DWORD *;BYTE *;DWORD *,7,crypt32.dll
CryptVerifyDetachedMessageHash,BOOL,PCRYPT_HASH_MESSAGE_PARA;BYTE *;DWORD;DWORD;const BYTE *[];DWORD[];BYTE *;DWORD *,8,crypt32.dll
CryptSignMessageWithKey,BOOL,PCRYPT_KEY_SIGN_MESSAGE_PARA;const BYTE *;DWORD;BYTE *;DWORD *,5,crypt32.dll
CryptVerifyMessageSignatureWithKey,BOOL,PCRYPT_KEY_VERIFY_MESSAGE_PARA;PCERT_PUBLIC_KEY_INFO;const BYTE *;DWORD;BYTE *;DWORD *,6,crypt32.dll
CertOpenSystemStoreA,HCERTSTORE,HCRYPTPROV_LEGACY;LPCSTR,2,crypt32.dll
CertOpenSystemStoreW,HCERTSTORE,HCRYPTPROV_LEGACY;LPCWSTR,2,crypt32.dll
CertAddEncodedCertificateToSystemStoreA,BOOL,LPCSTR;const BYTE *;DWORD,3,crypt32.dll
CertAddEncodedCertificateToSystemStoreW,BOOL,LPCWSTR;const BYTE *;DWORD,3,crypt32.dll
FindCertsByIssuer,HRESULT,PCERT_CHAIN;DWORD *;DWORD *;BYTE *;DWORD;LPCWSTR;DWORD,7,wintrust.dll
CryptQueryObject,BOOL,DWORD;const void *;DWORD;DWORD;DWORD;DWORD *;DWORD *;DWORD *;HCERTSTORE *;HCRYPTMSG *;const void **,11,crypt32.dll
CryptMemAlloc,LPVOID,ULONG,1,crypt32.dll
CryptMemRealloc,LPVOID,LPVOID;ULONG,2,crypt32.dll
CryptMemFree,void,LPVOID,1,crypt32.dll
CryptCreateAsyncHandle,BOOL,DWORD;PHCRYPTASYNC,2,crypt32.dll
CryptSetAsyncParam,BOOL,HCRYPTASYNC;LPSTR;LPVOID;PFN_CRYPT_ASYNC_PARAM_FREE_FUNC,4,crypt32.dll
CryptGetAsyncParam,BOOL,HCRYPTASYNC;LPSTR;LPVOID *;PFN_CRYPT_ASYNC_PARAM_FREE_FUNC *,4,crypt32.dll
CryptCloseAsyncHandle,BOOL,HCRYPTASYNC,1,crypt32.dll
CryptRetrieveObjectByUrlA,BOOL,LPCSTR;LPCSTR;DWORD;DWORD;LPVOID *;HCRYPTASYNC;PCRYPT_CREDENTIALS;LPVOID;PCRYPT_RETRIEVE_AUX_INFO,9,cryptnet.dll
CryptRetrieveObjectByUrlW,BOOL,LPCWSTR;LPCSTR;DWORD;DWORD;LPVOID *;HCRYPTASYNC;PCRYPT_CREDENTIALS;LPVOID;PCRYPT_RETRIEVE_AUX_INFO,9,cryptnet.dll
CryptInstallCancelRetrieval,BOOL,PFN_CRYPT_CANCEL_RETRIEVAL;const void *;DWORD;void *,4,cryptnet.dll
CryptUninstallCancelRetrieval,BOOL,DWORD;void *,2,cryptnet.dll
CryptCancelAsyncRetrieval,BOOL,HCRYPTASYNC,1,cryptnet.dll
CryptGetObjectUrl,BOOL,LPCSTR;LPVOID;DWORD;PCRYPT_URL_ARRAY;DWORD *;PCRYPT_URL_INFO;DWORD *;LPVOID,8,cryptnet.dll
CryptGetTimeValidObject,BOOL,LPCSTR;LPVOID;PCCERT_CONTEXT;LPFILETIME;DWORD;DWORD;LPVOID *;PCRYPT_CREDENTIALS;PCRYPT_GET_TIME_VALID_OBJECT_EXTRA_INFO,9,cryptnet.dll
CryptFlushTimeValidObject,BOOL,LPCSTR;LPVOID;PCCERT_CONTEXT;DWORD;LPVOID,5,cryptnet.dll
CertCreateSelfSignCertificate,PCCERT_CONTEXT,HCRYPTPROV_OR_NCRYPT_KEY_HANDLE;PCERT_NAME_BLOB;DWORD;PCRYPT_KEY_PROV_INFO;PCRYPT_ALGORITHM_IDENTIFIER;PSYSTEMTIME;PSYSTEMTIME;PCERT_EXTENSIONS,8,crypt32.dll
CryptGetKeyIdentifierProperty,BOOL,const CRYPT_HASH_BLOB *;DWORD;DWORD;LPCWSTR;void *;void *;DWORD *,7,crypt32.dll
CryptSetKeyIdentifierProperty,BOOL,const CRYPT_HASH_BLOB *;DWORD;DWORD;LPCWSTR;void *;const void *,6,crypt32.dll
CryptEnumKeyIdentifierProperties,BOOL,const CRYPT_HASH_BLOB *;DWORD;DWORD;LPCWSTR;void *;void *;PFN_CRYPT_ENUM_KEYID_PROP,7,crypt32.dll
CryptCreateKeyIdentifierFromCSP,BOOL,DWORD;LPCSTR;const PUBLICKEYSTRUC *;DWORD;DWORD;void *;BYTE *;DWORD *,8,crypt32.dll
CertCreateCertificateChainEngine,BOOL,PCERT_CHAIN_ENGINE_CONFIG;HCERTCHAINENGINE *,2,crypt32.dll
CertFreeCertificateChainEngine,void,HCERTCHAINENGINE,1,crypt32.dll
CertResyncCertificateChainEngine,BOOL,HCERTCHAINENGINE,1,crypt32.dll
CertGetCertificateChain,BOOL,HCERTCHAINENGINE;PCCERT_CONTEXT;LPFILETIME;HCERTSTORE;PCERT_CHAIN_PARA;DWORD;LPVOID;PCCERT_CHAIN_CONTEXT *,8,crypt32.dll
CertFreeCertificateChain,void,PCCERT_CHAIN_CONTEXT,1,crypt32.dll
CertDuplicateCertificateChain,PCCERT_CHAIN_CONTEXT,PCCERT_CHAIN_CONTEXT,1,crypt32.dll
